FileName,VoiceVote,VoiceLevel,FaceVote,FaceLevel,MultiModalVote,MultiModalLevel,is_correct,filecode
1005_IWW_FEA_XX,S,41.5,F:N,50.0:84.2,F,44.9,0.0,F
1005_IWW_DIS_XX,N,63,N,52.6,F,58.25,0.0,D
1005_TAI_NEU_XX,N,68.29,N,76.1,N,81.8,1.0,N
1005_TAI_HAP_XX,H,67.4,H,55.5,H,61.17,1.0,H
1005_TAI_SAD_XX,N,44.17,N,81.29,S,44.75,0.0,S
1005_TAI_ANG_XX,D,58,N,65.2,D,46.75,0.0,A
1005_TAI_FEA_XX,F,71,F,60,F,56.6,1.0,F
1005_TAI_DIS_XX,D,48.57,N,77.17,F,56.2,1.0,D
1005_MTI_NEU_XX,N,70,N,83.12,N,86.2,1.0,N
1005_MTI_HAP_XX,N,70.17,H,63.5,H,76.14,0.0,H
1005_MTI_SAD_XX,N,66.12,N,76.38,N,87.44,0.0,S
1005_MTI_ANG_XX,A,44.57,N,68.14,A,47.5,1.0,A
1005_MTI_FEA_XX,F,40,N,72.17,N,80.67,1.0,F
1005_MTI_DIS_XX,N,59.43,D,59.25,N,58.2,0.0,D
1005_IWL_NEU_XX,N,66.89,N,80.67,N,79.78,1.0,N
1005_IWL_HAP_XX,N,54.71,H,59.38,H,61.71,0.0,H
1005_IWL_SAD_XX,N,71.5,N,81.43,N,82.89,0.0,S
1005_IWL_ANG_XX,A,54.5,N,66,A,43,1.0,A
1005_IWL_FEA_XX,N,61.29,F,63.25,F,51.8,0.0,F
1005_IWL_DIS_XX,N,70,D,64.75,D,76.67,0.0,D
1005_ITH_NEU_XX,N,67.86,N,70.56,N,74.9,1.0,N
1005_ITH_HAP_XX,N,64,H,67.9,H,65,0.0,H
1005_ITH_SAD_XX,N,88,N,75.71,N,80.75,0.0,S
1005_ITH_ANG_XX,A,46,N,71.86,A,47.6,1.0,A
1005_ITH_FEA_XX,F,45.83,F,48.17,F,57.12,1.0,F
1005_ITH_DIS_XX,N,40.67,D,44.2,D,63.71,0.0,D
1005_DFA_NEU_XX,N,54.22,N,73.83,N,63.5,1.0,N
1005_DFA_HAP_XX,N,78.5,H,85.11,H,68,0.0,H
1005_DFA_SAD_XX,N,75.67,N,79.71,N,82.88,0.0,S
1005_DFA_ANG_XX,A,61.86,N,53.86,A:N,58.75:43.75,1.0,A
1005_DFA_FEA_XX,F,60.5,F,39,F,37.6,1.0,F
1005_DFA_DIS_XX,D,57.8,D,74.33,D,61.78,1.0,D
1005_ITS_NEU_XX,N,65.14,N,72.44,N,79.33,1.0,N
1005_ITS_HAP_XX,H,62.67,H,71.44,H,63.4,1.0,H
1005_ITS_SAD_XX,N,61.67,S,55.17,S,25.25,0.0,S
1005_ITS_ANG_XX,D:H,51.67:61.67,A:F:N,47.5:26.0:63.0,N,49.4,0.0,A
1005_ITS_FEA_XX,F,46,F,59.5,F,72.62,1.0,F
1005_ITS_DIS_XX,N,39.75,D,66.86,D,45.5,0.0,D
1005_TSI_NEU_XX,N,80.22,N,78,N,84.6,1.0,N
1005_TSI_HAP_XX,H,63.4,H,75.22,H,81,1.0,H
1005_TSI_SAD_XX,D:F,77.33:67.33,N,81.25,N,77.25,0.0,S
1005_TSI_ANG_XX,A:F,55.33:65.00,N,65.5,D,39,0.0,A
1005_TSI_FEA_XX,F,61.38,N,56.67,F,53.12,1.0,F
1005_TSI_DIS_XX,D,57,D,61.71,D,50.67,1.0,D
1005_WSI_NEU_XX,A,38.6,N,74.89,N,80.4,0.0,N
1005_WSI_HAP_XX,A,28.67,H,83.7,H,60.25,0.0,H
1005_WSI_SAD_XX,N:S,58.25:46.00,N,67.29,N,65,0.0,S
1005_WSI_ANG_XX,A,82.86,N,68.75,A,63.38,1.0,A
1005_WSI_FEA_XX,N:S,47.67:42.67,N,75.5,N,68.5,0.0,F
1005_WSI_DIS_XX,D,54.8,D,68.25,D,54,1.0,D
1006_IEO_NEU_XX,N,52.56,N,77.56,N,72.14,1.0,N
1006_IEO_HAP_LO,N,70.75,H,55,H,46.5,0.0,H
1006_IEO_HAP_MD,N,73.43,H,71.62,H,55.44,0.0,H
1006_IEO_HAP_HI,H,59.5,H,81.89,H,82.62,1.0,H
1006_IEO_SAD_LO,N,47.17,N,61.6,N,51.8,0.0,S
1006_IEO_SAD_MD,S,44.67,S,63,S,63.44,1.0,S
1006_IEO_SAD_HI,N,61.5,N:S,64.2:72.0,S,54.71,0.0,S
1006_IEO_ANG_LO,N,71,N,67.12,N,62.29,0.0,A
1006_IEO_ANG_MD,A:H:N,14.67:68.00:70.67,N,57.8,D,40,0.0,A
1006_IEO_ANG_HI,A,76.71,A,68.11,A,85.43,1.0,A
1006_IEO_FEA_LO,N,46,N,75.14,S,50.5,0.0,F
1006_IEO_FEA_MD,N,63.4,S,75.67,S,74,0.0,F
1006_IEO_FEA_HI,S,58.14,N,68.2,S,75.56,0.0,F
1006_IEO_DIS_LO,N,81.4,D,73.78,D,53.14,0.0,D
1006_IEO_DIS_MD,D,60,D,70.44,D,56,1.0,D
1006_IEO_DIS_HI,D,67,D,66.67,D,71.44,1.0,D
1006_TIE_NEU_XX,N,65.44,N,85.44,N,79.5,1.0,N
1006_TIE_HAP_XX,N,65.14,N,71.5,N,78,0.0,H
1006_TIE_SAD_XX,S,62.29,S,78.11,S,77,1.0,S
1006_TIE_ANG_XX,A,51.8,A,63,A,68.5,1.0,A
1006_TIE_FEA_XX,F,53,F,45.4,S,82.25,1.0,F
1006_TIE_DIS_XX,D,45.67,D,73.67,D,72.67,1.0,D
1006_IOM_NEU_XX,N,82.89,N,85.67,N,80.89,1.0,N
1006_IOM_HAP_XX,H,44.33,H,77.33,H,80.29,1.0,H
1006_IOM_SAD_XX,N,79,S,65.8,S,60.71,0.0,S
1006_IOM_ANG_XX,A,71.56,A,70,A,77.71,1.0,A
1006_IOM_FEA_XX,F:N,84.75:49.25,S,78,F,62.33,0.0,F
1006_IOM_DIS_XX,S,52.75,D,85.62,D,66.57,0.0,D
1006_IWW_NEU_XX,N,43.25,N,58.75,N,72.5,1.0,N
1006_IWW_HAP_XX,H,43.67,H,74.75,H,61.12,1.0,H
1006_IWW_SAD_XX,S,63.6,S,56.5,S,68.29,1.0,S
1006_IWW_ANG_XX,D,54.4,N,64.5,A,33.33,0.0,A
1006_IWW_FEA_XX,F,69,F,46.33,F,56.55,1.0,F
1006_IWW_DIS_XX,N,61.75,D,72.09,D,67.7,0.0,D
1006_TAI_NEU_XX,N,85.22,N,73.75,N,74.62,1.0,N
1006_TAI_HAP_XX,H,53.14,H,64.5,H,64.75,1.0,H
1006_TAI_SAD_XX,S,66.38,S,65.29,S,75.33,1.0,S
1006_TAI_ANG_XX,A,62.5,A,43.8,A,77.3,1.0,A
1006_TAI_FEA_XX,S,79.4,S,54.4,F:N:S,81.33:81.33:34.33,0.0,F
1006_TAI_DIS_XX,D,62.67,D,77.1,D,79.33,1.0,D
1006_MTI_NEU_XX,N,62.29,N,77.2,N,62.3,1.0,N
1006_MTI_HAP_XX,H:N,51.0:59.8,H,52.17,H,51.14,0.0,H
1006_MTI_SAD_XX,S,64.43,S,76.62,S,74.44,1.0,S
1006_MTI_ANG_XX,A,66.5,A,63.5,A,71.6,1.0,A
1006_MTI_FEA_XX,S,55,F,63,F,70.78,0.0,F
1006_MTI_DIS_XX,D,55,D,74.1,D,68,1.0,D
1006_IWL_NEU_XX,N,71.57,N,66.5,N,68.71,1.0,N
1006_IWL_HAP_XX,H,79.6,H,61.44,H,57,1.0,H
1006_IWL_SAD_XX,S,40.75,S,69.71,S,70.5,1.0,S
1006_IWL_ANG_XX,A,74.62,A,67.56,A,80.27,1.0,A
1006_IWL_FEA_XX,N,65.4,F,40.56,F:S,70:67,0.0,F
1006_IWL_DIS_XX,D,52,D:S,34.00:57.75,D,68.71,1.0,D
1006_ITH_NEU_XX,N,76.4,N,77.33,N,73.29,1.0,N
1006_ITH_HAP_XX,H:N,38.2:65.6,H,40.83,H,53.25,0.0,H
1006_ITH_SAD_XX,S,70.33,S,77.6,S,64.57,1.0,S
1006_ITH_ANG_XX,D,59.25,A,27.2,N,71,0.0,A
1006_ITH_FEA_XX,N,78.2,S,41.33,F,40.6,0.0,F
1006_ITH_DIS_XX,D,37.4,D,71.38,D,80.88,1.0,D
1006_DFA_NEU_XX,N,64.14,N,70.3,N,72.88,1.0,N
1006_DFA_HAP_XX,H,59.62,H,56.29,H,67.75,1.0,H
1006_DFA_SAD_XX,S,43.25,S,77.67,S,61.44,1.0,S
1006_DFA_ANG_XX,A,80.71,A,69.12,A,82.3,1.0,A
1006_DFA_FEA_XX,N:S,65.8:58.6,N,46.4,F,54.8,0.0,F
1006_DFA_DIS_XX,D,55.17,D,76.8,D,75,1.0,D
1006_ITS_NEU_XX,N,68.7,N,71.75,N,78.44,1.0,N
1006_ITS_HAP_XX,H,67.62,H,62.71,H,59.1,1.0,H
1006_ITS_SAD_XX,F:S,91.67:84.00,S,54.75,S,40,0.0,S
1006_ITS_ANG_XX,N,68,N,48.75,A:D,77.50:69.75,0.0,A
1006_ITS_FEA_XX,F,56,N,72,F,53.62,1.0,F
1006_ITS_DIS_XX,D:F:N:S,49.0:66.0:60.5:38.5,D,74.44,D,76.1,0.0,D
1006_TSI_NEU_XX,N,72.43,N,66.5,N,80.5,1.0,N
1006_TSI_HAP_XX,N,41.33,H,58.12,H,66.25,0.0,H
1006_TSI_SAD_XX,S,60.5,S,63.6,S,55.25,1.0,S
1006_TSI_ANG_XX,A,66.4,A,64.67,A,53.11,1.0,A
1006_TSI_FEA_XX,N,37.75,N,87.5,F,60,0.0,F
1006_TSI_DIS_XX,D:N,64.50:28.25,D,87.12,D,76.78,0.0,D
1006_WSI_NEU_XX,N,49.6,N,61.56,N,72,1.0,N
1006_WSI_HAP_XX,H,58.5,H,59.38,H,62.8,1.0,H
1006_WSI_SAD_XX,S,84.33,S,82.4,S,71.4,1.0,S
1006_WSI_ANG_XX,A,60.4,A:D,37.25:71.75,A,48.88,1.0,A
1006_WSI_FEA_XX,F,44.4,N,63.33,S,74,1.0,F
1006_WSI_DIS_XX,N,67.5,D,80.6,D,69.1,0.0,D
1007_IEO_NEU_XX,N,75.71,N,76.25,N,85.44,1.0,N
1007_IEO_HAP_LO,H,62.6,H,76.6,H,68.44,1.0,H
1007_IEO_HAP_MD,N,67.75,H,70.89,H,70.4,0.0,H
1007_IEO_HAP_HI,H,71.12,H,76.67,H,87.33,1.0,H
1007_IEO_SAD_LO,N,45,N,55.62,N,71,0.0,S
1007_IEO_SAD_MD,N,55.12,N,74.17,N,81.5,0.0,S
1007_IEO_SAD_HI,N,66.57,N,75.25,N,74.67,0.0,S
1007_IEO_ANG_LO,N,46.25,D,50.67,A,61,0.0,A
1007_IEO_ANG_MD,N,65.8,F,47.25,F,43,0.0,A
1007_IEO_ANG_HI,A:D,64.6:65.8,A,84.22,A,74.88,0.0,A
1007_IEO_FEA_LO,N,47.56,N,72.5,N,72.2,0.0,F
1007_IEO_FEA_MD,A,80.4,A,46.29,A,52.2,0.0,F
1007_IEO_FEA_HI,F,65.78,A,64,F,66,1.0,F
1007_IEO_DIS_LO,N,54.6,D,49.25,D,52.2,0.0,D
1007_IEO_DIS_MD,N,48.67,D,49.75,D,70.56,0.0,D
1007_IEO_DIS_HI,A:D:N,61.67:68.67:78.33,D,77.38,D,66.56,0.0,D
1007_TIE_NEU_XX,N,65.5,N,71.5,N,76.67,1.0,N
1007_TIE_HAP_XX,N,59.33,H,64.22,H,52.33,0.0,H
1007_TIE_SAD_XX,N,63.5,D:F:N:S,59.0:31.0:61.5:53.5,S,59.5,0.0,S
1007_TIE_ANG_XX,A,72.57,A,46.5,A,80.2,1.0,A
1007_TIE_FEA_XX,S,76.8,N:S,39.33:70.33,N,56.75,0.0,F
1007_TIE_DIS_XX,S,53.8,D,68,S,69,0.0,D
1007_IOM_NEU_XX,N,78.67,N,64.86,N,65.25,1.0,N
1007_IOM_HAP_XX,N,68.83,H,80.8,H,72.9,0.0,H
1007_IOM_SAD_XX,S,48.88,N,94.5,N,79,1.0,S
1007_IOM_ANG_XX,A,58.67,A,49.2,A,69.14,1.0,A
1007_IOM_FEA_XX,N,70.43,N,81.5,F,72.75,0.0,F
1007_IOM_DIS_XX,N,59.67,D,71.83,D,67,0.0,D
1007_IWW_NEU_XX,N,60.67,N,66,N,67,1.0,N
1007_IWW_HAP_XX,N,56.33,H,70,H,71.5,0.0,H
1007_IWW_SAD_XX,F:N:S,88.33:48.33:49.67,N,62.6,F,45.2,0.0,S
1007_IWW_ANG_XX,D,68.17,A,63.4,A,53.29,0.0,A
1007_IWW_FEA_XX,N,59.14,F,42,F,60.22,0.0,F
1007_IWW_DIS_XX,D:F,48.00:26.67,D,62.43,D,57.57,0.0,D
1007_TAI_NEU_XX,N,74.5,N,61.5,N,82.75,1.0,N
1007_TAI_HAP_XX,S,55,H,68.67,H,76.25,0.0,H
1007_TAI_SAD_XX,S,82.5,N,61,S,54,1.0,S
1007_TAI_ANG_XX,A,65.83,A:N,66.00:82.67,A,70,1.0,A
1007_TAI_FEA_XX,N,45,D:S,60:64,F:S,43.67:46.33,0.0,F
1007_TAI_DIS_XX,S,41.6,D,66.75,D,48.57,0.0,D
1007_MTI_NEU_XX,N,72,N,59.62,N,77.1,1.0,N
1007_MTI_HAP_XX,N,38,H,62.5,H,66.44,0.0,H
1007_MTI_SAD_XX,N,56.83,D:N,26.33:66.00,N,45.6,0.0,S
1007_MTI_ANG_XX,A:D:F:N,34.0:57.5:11.0:56.5,A:D,46.5:55.5,A,44,0.0,A
1007_MTI_FEA_XX,N,45,S,71.5,F,57.8,0.0,F
1007_MTI_DIS_XX,S,52.67,D:S,62.6:72.8,D,77.75,0.0,D
1007_IWL_NEU_XX,N,64.5,N,62.43,N,72,1.0,N
1007_IWL_HAP_XX,H:N,57.8:72.4,H,79.91,H,78.5,0.0,H
1007_IWL_SAD_XX,N,63.6,S,52.4,N:S,64.00:70.75,0.0,S
1007_IWL_ANG_XX,D,45.5,D,69.4,A:D,43.4:71.2,0.0,A
1007_IWL_FEA_XX,N:S,59.4:46.6,F,71,S,71.57,0.0,F
1007_IWL_DIS_XX,N,48.17,D,63.57,D:S,74:70,0.0,D
1007_ITH_NEU_XX,N,56.6,N,74.12,N,87.57,1.0,N
1007_ITH_HAP_XX,N,56.33,H,67.7,H,58.88,0.0,H
1007_ITH_SAD_XX,N,51.33,S,53.5,S,62.8,0.0,S
1007_ITH_ANG_XX,A:D:N,53.67:83.33:62.00,D,61.83,D,74.71,0.0,A
1007_ITH_FEA_XX,N,83.75,D,55,D:F:S,78.67:52.33:49.67,0.0,F
1007_ITH_DIS_XX,D,61.6,D,69.88,D,80.14,1.0,D
1007_DFA_NEU_XX,N,77.8,N,72.89,N,66.43,1.0,N
1007_DFA_HAP_XX,H,61.83,H,77.2,H,63.3,1.0,H
1007_DFA_SAD_XX,N,59.38,N,69,N,70.6,0.0,S
1007_DFA_ANG_XX,A,37.17,A,70,A,71.62,1.0,A
1007_DFA_FEA_XX,N,62.43,S,71.57,S,46.67,0.0,F
1007_DFA_DIS_XX,N,66.5,D:F:S,64.00:49.00:54.67,S,62.2,0.0,D
1007_ITS_NEU_XX,N,69.29,N,74.71,N,71.88,1.0,N
1007_ITS_HAP_XX,N,78.75,H,83.56,H,66,0.0,H
1007_ITS_SAD_XX,F:S,47.33:58.00,D:S,54.25:69.75,S,63.33,0.0,S
1007_ITS_ANG_XX,D,47.25,A,58.67,D,83.67,0.0,A
1007_ITS_FEA_XX,N,59.2,F,54.14,F,47,0.0,F
1007_ITS_DIS_XX,S,64.2,D,74.43,D,59.2,0.0,D
1007_TSI_NEU_XX,N,73.86,N,46,N,57.33,1.0,N
1007_TSI_HAP_XX,N,74,H,62,H,69.2,0.0,H
1007_TSI_SAD_XX,N,44,D:S,49:70,S,59.6,0.0,S
1007_TSI_ANG_XX,A,53.67,A,60.8,A,79.5,1.0,A
1007_TSI_FEA_XX,N,53.14,S,52.5,F,42.86,0.0,F
1007_TSI_DIS_XX,D:N,70.33:57.33,D,68.5,D,79.62,0.0,D
1007_WSI_NEU_XX,A,35.25,N,63.5,A,41.4,0.0,N
1007_WSI_HAP_XX,N,64,H,71.29,H,68.1,0.0,H
1007_WSI_SAD_XX,S,48.67,S,76.4,S,68.1,1.0,S
1007_WSI_ANG_XX,A,70.67,A,67.5,A,86.45,1.0,A
1007_WSI_FEA_XX,N,43,N,71.25,S,52.5,0.0,F
1007_WSI_DIS_XX,N,60.86,D,65,S,48.8,0.0,D
1008_IEO_NEU_XX,N,60,N,76.5,N,86.27,1.0,N
1008_IEO_HAP_LO,N,56,H,67.88,H,60,0.0,H
1008_IEO_HAP_MD,H,53.4,H,86.1,H,82,1.0,H
1008_IEO_HAP_HI,F,83.75,H,78.78,H,93.2,0.0,H
1008_IEO_SAD_LO,N,71,N,68.43,N,75,0.0,S
1008_IEO_SAD_MD,N,73.5,F,57.6,F:S,47.33:63.33,0.0,S
1008_IEO_SAD_HI,S,37.67,S,55.6,S,53.86,1.0,S
1008_IEO_ANG_LO,D,36.5,A,33.75,A,42.17,0.0,A
1008_IEO_ANG_MD,D,60,A,56.4,A,68.33,0.0,A
1008_IEO_ANG_HI,A,88.7,A,90.78,A,80.44,1.0,A
1008_IEO_FEA_LO,F,41.43,F,68.8,F,72.6,1.0,F
1008_IEO_FEA_MD,N,56.4,F,69.5,F,57.2,0.0,F
1008_IEO_FEA_HI,S,70,F,85.83,F,78.11,0.0,F
1008_IEO_DIS_LO,N,68.33,S,70.62,D,65.5,0.0,D
1008_IEO_DIS_MD,D,65.25,S,77,D,74.2,1.0,D
1008_IEO_DIS_HI,D,53,S,90.33,S,68,1.0,D
1008_TIE_NEU_XX,N,64,N,73.33,N,76,1.0,N
1008_TIE_HAP_XX,H,58.2,H,88.75,H,67,1.0,H
1008_TIE_SAD_XX,S,73,S,75,S,67.88,1.0,S
1008_TIE_ANG_XX,A,80.78,A,85.22,A,81.38,1.0,A
1008_TIE_FEA_XX,S,48.88,F,68,F,68.17,0.0,F
1008_TIE_DIS_XX,S,78,S,83.29,S,75.8,0.0,D
1008_IOM_NEU_XX,N,44.83,N,70.2,N,80,1.0,N
1008_IOM_HAP_XX,N,81.7,H,80.1,H,74.57,0.0,H
1008_IOM_SAD_XX,A,31.25,F,52.83,S,56.4,0.0,S
1008_IOM_ANG_XX,D,65,A,68.5,A,72.71,0.0,A
1008_IOM_FEA_XX,F:S,59.00:71.67,F,75.86,S,73.83,0.0,F
1008_IOM_DIS_XX,A,48.2,D,56.25,D,78.83,0.0,D
1008_IWW_NEU_XX,F:N,35.33:61.00,N,62,N,74.25,0.0,N
1008_IWW_HAP_XX,H,47.83,H,75.8,H,82,1.0,H
1008_IWW_SAD_XX,D:F,61.75:57.25,F,67.67,F,71.89,0.0,S
1008_IWW_ANG_XX,A,56.71,A,74.29,A,68.67,1.0,A
1008_IWW_FEA_XX,F,60.67,F,61.5,F,75.44,1.0,F
1008_IWW_DIS_XX,F,41.17,S,76.4,S,84.17,0.0,D
1008_TAI_NEU_XX,N,70.88,N,72.83,N,78.6,1.0,N
1008_TAI_HAP_XX,N,76.5,H,68.6,H,56.78,0.0,H
1008_TAI_SAD_XX,A:F:N,48.5:63.0:30.0,F,55.6,F,52,0.0,S
1008_TAI_ANG_XX,A,78.2,A,79.11,A,82.12,1.0,A
1008_TAI_FEA_XX,F,70,F,74.33,F,70.6,1.0,F
1008_TAI_DIS_XX,A,30.33,S,88.25,S,80.6,0.0,D
1008_MTI_NEU_XX,N,72.25,N,58.8,N,69.86,1.0,N
1008_MTI_HAP_XX,H,63.67,H,77.5,H,64.75,1.0,H
1008_MTI_SAD_XX,S,62,S,67.89,F:S,56.25:72.00,1.0,S
1008_MTI_ANG_XX,N,50,A,64,A,59.22,0.0,A
1008_MTI_FEA_XX,N,54.75,S,75.57,S,63.62,0.0,F
1008_MTI_DIS_XX,F:N,52.00:66.33,S,75.67,S,71.86,0.0,D
1008_IWL_NEU_XX,N,56,N,63.29,N,57,1.0,N
1008_IWL_HAP_XX,H,69.33,H,82.6,H,76.7,1.0,H
1008_IWL_SAD_XX,N,80,S,68.67,S,68.5,0.0,S
1008_IWL_ANG_XX,A,50.43,A,75,A,73.8,1.0,A
1008_IWL_FEA_XX,S,57.8,F,69.67,S,85.2,0.0,F
1008_IWL_DIS_XX,A:N,43.00:77.67,S,80.3,D,87.4,0.0,D
1008_ITH_NEU_XX,N,68.38,N,68,N,76.62,1.0,N
1008_ITH_HAP_XX,N,50.75,H,76.88,H,71.71,0.0,H
1008_ITH_SAD_XX,N,63.5,S,69.56,S,53.33,0.0,S
1008_ITH_ANG_XX,A,74.5,A,68.78,A,48,1.0,A
1008_ITH_FEA_XX,F,58,S,67.6,F,73.8,1.0,F
1008_ITH_DIS_XX,N,60.5,S,79.5,F,59.33,0.0,D
1008_DFA_NEU_XX,N,62.71,N,55.8,N,55.67,1.0,N
1008_DFA_HAP_XX,H,48.33,H,73.22,H,73.56,1.0,H
1008_DFA_SAD_XX,N,49,S,54,F:N,59:68,0.0,S
1008_DFA_ANG_XX,A,57.4,A,66.29,A,71.78,1.0,A
1008_DFA_FEA_XX,F,71.57,A,61,F,67.11,1.0,F
1008_DFA_DIS_XX,A,42.14,D,54,D,54.6,0.0,D
1008_ITS_NEU_XX,N,73.2,N,57.33,N,48.57,1.0,N
1008_ITS_HAP_XX,H,54.78,H,85.7,H,80,1.0,H
1008_ITS_SAD_XX,F,42.8,S,65.33,S,49.86,0.0,S
1008_ITS_ANG_XX,A,72.5,A,70.2,A,61.11,1.0,A
1008_ITS_FEA_XX,S,72.83,F,81.75,F,68.22,0.0,F
1008_ITS_DIS_XX,S,54,S,89.62,S,72.62,0.0,D
1008_TSI_NEU_XX,N,85.4,N,59.33,N,54.33,1.0,N
1008_TSI_HAP_XX,F,60.2,H,87.29,H,68.75,0.0,H
1008_TSI_SAD_XX,F,30.33,S,57.2,F:S,47.8:78.8,0.0,S
1008_TSI_ANG_XX,A,83.67,A,71.43,A,67,1.0,A
1008_TSI_FEA_XX,F,86.44,F,79.22,F,84.89,1.0,F
1008_TSI_DIS_XX,D,66,S,85.4,S,77,1.0,D
1009_IEO_NEU_XX,N,76.71,N,89,N,67,1.0,N
1009_IEO_HAP_LO,H,53.43,H,71.56,H,61.2,1.0,H
1009_IEO_HAP_MD,H,71.12,H,76.55,H,78.56,1.0,H
1009_IEO_HAP_HI,A,79,H,81.4,H,83.1,0.0,H
1009_IEO_SAD_LO,N,57.67,N,59.67,N,74,0.0,S
1009_IEO_SAD_MD,N,64.88,S,51.5,N,60.33,0.0,S
1009_IEO_SAD_HI,N,51.33,N,87,F,62.4,0.0,S
1009_IEO_ANG_LO,N,71.5,N,51,A,31.5,0.0,A
1009_IEO_ANG_MD,A,73.12,A,62.5,A,62.86,1.0,A
1009_IEO_ANG_HI,A,84.33,A,84.5,A,70.11,1.0,A
1009_IEO_FEA_LO,N,78.6,A,42,A,38,0.0,F
1009_IEO_FEA_MD,A,66.5,F,57.5,F,69.33,0.0,F
1009_IEO_FEA_HI,F,77.11,F,66,F,72.14,1.0,F
1009_IEO_DIS_LO,A,49.25,D,56.2,D,60,0.0,D
1009_IEO_DIS_MD,D,46.5,F,69,D,51.22,1.0,D
1009_IEO_DIS_HI,A,78.38,D,74.4,D,64.17,0.0,D
1009_TIE_NEU_XX,N,64.25,N,66.57,N,57.44,1.0,N
1009_TIE_HAP_XX,D,60.5,H,82.8,H,78.9,0.0,H
1009_TIE_SAD_XX,N,52.5,N,79.5,S,62,0.0,S
1009_TIE_ANG_XX,A,44.5,A,85.4,A,64,1.0,A
1009_TIE_FEA_XX,F,68.67,F,66.33,F,67,1.0,F
1009_TIE_DIS_XX,D,59,D:S,70.2:64.2,D,68.25,1.0,D
1009_IOM_NEU_XX,N,75.86,N,75.78,N,71.56,1.0,N
1009_IOM_HAP_XX,H,71.83,H,85.5,H,93.43,1.0,H
1009_IOM_SAD_XX,N,72.17,N:S,51.67:53.33,F,44.5,0.0,S
1009_IOM_ANG_XX,A,53,A,71.12,A,69,1.0,A
1009_IOM_FEA_XX,F,59.14,F,70.25,F,62.56,1.0,F
1009_IOM_DIS_XX,N,66,D,75.8,D,70.4,0.0,D
1009_IWW_NEU_XX,N,78.5,N,76.4,N,75.75,1.0,N
1009_IWW_HAP_XX,H:N,25.5:54.5,H,83.6,H,76.22,0.0,H
1009_IWW_SAD_XX,N,66.8,N,63.17,F:N,71:48,0.0,S
1009_IWW_ANG_XX,A,69.5,A,76.56,A,66.5,1.0,A
1009_IWW_FEA_XX,F,65,F,76.83,F,80.3,1.0,F
1009_IWW_DIS_XX,F,55.29,S,69.25,F,55,0.0,D
1009_TAI_NEU_XX,N,73.33,N,68.14,N,87.38,1.0,N
1009_TAI_HAP_XX,F,71.67,H,80.2,H,78.88,0.0,H
1009_TAI_SAD_XX,N,58.33,S,76.86,S,78.67,0.0,S
1009_TAI_ANG_XX,A,60.6,A,56.38,A,84.71,1.0,A
1009_TAI_FEA_XX,F,50.75,F,60.44,F,69.8,1.0,F
1009_TAI_DIS_XX,F,53.6,D,67.75,D,71.14,0.0,D
1009_IWL_NEU_XX,N,51.44,N,69.57,N,77,1.0,N
1009_IWL_HAP_XX,H,72.62,H,77.73,H,64.55,1.0,H
1009_IWL_SAD_XX,N,44.6,S,49.11,N,67.14,0.0,S
1009_IWL_ANG_XX,A,80.83,H,55.5,A,52.5,1.0,A
1009_IWL_FEA_XX,A:H,44.00:83.33,F,58,F,65.29,0.0,F
1009_IWL_DIS_XX,D,31.67,D,58,D,63.29,1.0,D
1009_ITH_NEU_XX,N,60.86,N,66,N,75.71,1.0,N
1009_ITH_HAP_XX,H,61.86,H,79,H,78.7,1.0,H
1009_ITH_SAD_XX,N,59.29,S,46.86,S,52.5,0.0,S
1009_ITH_ANG_XX,F,65.43,A,57.71,A,62.14,0.0,A
1009_ITH_FEA_XX,F,57.12,F,71,F,72.9,1.0,F
1009_ITH_DIS_XX,N,64.25,S,64.6,D,55.88,0.0,D
1009_DFA_NEU_XX,N,59.29,N,66.83,N,77.88,1.0,N
1009_DFA_HAP_XX,H,61.5,H,73.45,H,75.3,1.0,H
1009_DFA_SAD_XX,N,66,S,53.2,S,64.88,0.0,S
1009_DFA_ANG_XX,A,50.29,A,54.75,A,71.67,1.0,A
1009_DFA_FEA_XX,F,59.2,F,73.38,F,72.75,1.0,F
1009_DFA_DIS_XX,A,53.67,S,60.67,D,47.5,0.0,D
1009_ITS_NEU_XX,N,71.83,N,71.33,N,74.45,1.0,N
1009_ITS_HAP_XX,H,61.38,H,79.8,H,88.91,1.0,H
1009_ITS_SAD_XX,F:N,49.33:75.00,S,59,S,67.33,0.0,S
1009_ITS_ANG_XX,A,71.2,A,70.2,A,68.86,1.0,A
1009_ITS_FEA_XX,F,64.67,F,75.56,F,84.8,1.0,F
1009_ITS_DIS_XX,N,75.8,D,63,D,65.14,0.0,D
1009_TSI_NEU_XX,N,63.29,N,58.25,N,80.75,1.0,N
1009_TSI_HAP_XX,N,71,H,84.6,H,61.18,0.0,H
1009_TSI_SAD_XX,N,79.22,F,62.4,F:S,58.5:73.5,0.0,S
1009_TSI_ANG_XX,A,82.56,A,81.7,A,83.56,1.0,A
1009_TSI_FEA_XX,F,76.86,F,68.89,F,78.33,1.0,F
1009_TSI_DIS_XX,N,55.25,S,59.29,F,46.38,0.0,D
1009_WSI_NEU_XX,N,64.2,N,70.22,N,74.88,1.0,N
1009_WSI_HAP_XX,H,56.22,H,87.12,H,80.11,1.0,H
1009_WSI_SAD_XX,S,57.75,S,55.25,S,38,1.0,S
